name,website,category,date,source
Europe Trade Limited / Europe Trade FX,www.europetradefx.com,Unlicensed entities,2017-05-04,sfc
ENOI Europe Limited,-,Unlicensed entities,2017-05-04,sfc
Financial Concept Limited Hong Kong,www.fclimitedhk.com,Unlicensed entities,2017-05-08,sfc
www.ads-securites.com,www.ads-securites.com,Suspicious websites,2017-04-13,sfc
SwissMain,www.swissmain.com,Unlicensed entities,2017-05-08,sfc
Izumi Ventures,www.izumivent.com,Unlicensed entities,2017-05-08,sfc
Blackstoneh / BlacKstone,www.xingfuquanzi001.com / www.hyww365.com,Suspicious websites,2017-04-28,sfc
Golden Mansion Global Financial Investment Limited / Golden Palace Global Financial Investment Limited / Golden Palace Global Limited / Jin Dian Global / Golden Mansion Limited,1) www.jdhq.hk,Unlicensed entities,2017-05-09,sfc
Davos Financial Investment Group / DFIG HK,www.dfig-hk.com,Unlicensed entities,2017-05-17,sfc
Hilton & Frank Holdings,www.hiltonfrankholdings.com,Unlicensed entities,2017-05-17,sfc
M-Markets,www.m-markets.com,Unlicensed entities,2017-05-08,sfc
香港亞通金融集團 (Chinese name only),(i) www.yatongjr.com,Unlicensed entities,2017-05-17,sfc
Grandtag FBI (China) Wealth Management Group Ltd,www.hkfbi.com,Unlicensed entities,2017-05-26,sfc
BNP Capital Partners LLC,www.bnppartners.com,Suspicious websites,2017-05-26,sfc
The Insiders Club,www.grahambibby.com,Unlicensed entities,2017-05-26,sfc
Global Ace Investment Limited,www.globalaceinvestments.com,Unlicensed entities,2017-03-28,sfc
Pimmit Partners,www.pimmitpartners.com,Unlicensed entities,2017-06-12,sfc
Verent Capital,www.verentcapital.com,Unlicensed entities,2017-06-12,sfc
HPoption,www.hpoption.com,Unlicensed entities,2017-06-12,sfc
Pearson Investments / Pearson Investments LLC,www.pearson-investments.com,Unlicensed entities,2017-04-07,sfc
JJ Matthias Asset Management,www.jjmatthias.com,Unlicensed entities,2017-06-12,sfc
CFDStocks,www.cfdstocks.com,Unlicensed entities,2017-06-12,sfc
Asia & Pacific Holdings Japan,www.asiapacificholdingsinc.com,Unlicensed entities,2017-06-14,sfc
Grace Investment / Grace Investment L.L.C.,www.grace-invest.com,Unlicensed entities,2017-06-15,sfc
Vhtrade International Financial Group,www.vhtrade.cn,Unlicensed entities,2017-05-08,sfc
香港群益期貨(Chinese name only),-,Unlicensed entities,2017-06-16,sfc
Spencer Capital Partners,www.spencercapitalpartners.com,Unlicensed entities,2017-06-19,sfc
Venture Pro Trader,www.ventureprotrader.com,Unlicensed entities,2017-06-19,sfc
Kimberley & Andrew Limited,www.kimberlyandrewlimited.com,Unlicensed entities,2017-06-19,sfc
"Bancroft, Doyle & Page Global / BDP Global",www.bdpglobal.com,Unlicensed entities,2017-06-13,sfc
A&L Partners Limited,-,Unlicensed entities,2017-06-21,sfc
MNB Holdings,www.mnbholdings.com,Unlicensed entities,2017-06-12,sfc
JJPTR / JJ Poor to Rich,www.jjptr.com,Unlicensed entities,2017-06-21,sfc
Woori Bridgewater Brokerage,(i) www.wbbmanagement.net,Unlicensed entities,2017-06-19,sfc
Orix Capital Trading,www.orixtrading.com,Unlicensed entities,2017-06-23,sfc
Sino Link Global,www.sinolinkglobal.com,Unlicensed entities,2017-06-23,sfc
Hongyi Capital,www.hyzbsz.com,Unlicensed entities,2017-07-07,sfc
"Pacific Securities Co., Ltd",www.pacific-securities.com,Unlicensed entities,2017-06-16,sfc
Chancellor Capital LLC,www.chancellorcapitalllc.com,Unlicensed entities,2017-07-07,sfc
MAGV Securities Inc,www.magvsecuritiesinc.com,Unlicensed entities,2017-07-07,sfc
www.gracefinancial.co,www.gracefinancial.co,Unlicensed entities,,sfc
West Pacific Dealers,www.west-pacific-dealers.com,Unlicensed entities,2017-07-12,sfc
Win the World Futures Co Ltd/Futures Win the world,www.zgyingtianxia.com,Unlicensed entities,2017-07-12,sfc
Regal Asset Investment / Regal Asset Investment LLC,www.regalassetinvestment.com,Unlicensed entities,2017-07-14,sfc
Security Electronic Technology (HK) Limited,www.sethk.net,Unlicensed entities,2017-06-19,sfc
Excon Fuji Securities,www.efsecurities.com,Unlicensed entities,2017-07-14,sfc
Jonathan & Carly Holdings,www.jonathancarlyholdings.com,Unlicensed entities,2017-07-14,sfc
Carl & Tony Limited,www.carltonylimited.com,Unlicensed entities,2017-07-18,sfc
Abridge Enterprises,www.abridge-enterprises.com,Unlicensed entities,2017-07-20,sfc
Winco Investment Management Ltd,www.hkwinco.com,Unlicensed entities,2017-07-20,sfc
Direct Asset Partners,www.directassetpartners.com,Unlicensed entities,2017-07-21,sfc
Jones & Clark Holdings,www.jonesclarkholdings.com,Unlicensed entities,2017-07-21,sfc
Merryl Morgan,www.merrylmorgan.com,Unlicensed entities,2017-07-26,sfc
Asia Century Investment Limited,www.asiacenturyinvest.com,Unlicensed entities,2017-07-14,sfc
JSB Capital Group Ltd,-,Unlicensed entities,2017-07-26,sfc
Ocean Star Capitals,www.oceanstarcapitals.com,Unlicensed entities,2017-05-11,sfc
Stock Swiss,www.stockswiss.com,Unlicensed entities,2017-07-26,sfc
Hong Kong Keybridge Investment Company Limited,www.hkkicl.com,Unlicensed entities,2017-07-28,sfc
A and L Partners Hong Kong Limited,-,Unlicensed entities,2017-06-21,sfc
凱基投資理財有限公司 (Chinese name only),(i) www.38vps.com,Suspicious websites,2017-07-21,sfc
Centillion Consultant Limited,www.centillion.com.hk,Unlicensed entities,2017-07-28,sfc
My Secure Escrow,https://mysecureescrow.com,Unlicensed entities,2017-08-01,sfc
Questra World Inc,https://questraworld.es/eng,Unlicensed entities,2017-08-01,sfc
富騰有限公司 (Chinese name only),www.852futeng.com,Unlicensed entities,2017-08-01,sfc
Poloinvest Limited,(i) www.poloinvest.com,Unlicensed entities,2017-08-04,sfc
72Option,www.72option.com,Unlicensed entities,2017-08-11,sfc
上海趣耍投資管理有限公司 (Chinese name only),http://qushua.qy6.com,Suspicious websites,2017-08-11,sfc
IBG Capital Partners,ibgcapitalpartners.com,Unlicensed entities,2017-08-14,sfc
Foster Elliot Ltd,www.fosterelliotltd.com,Unlicensed entities,2017-07-28,sfc
Qunyi Dingtong International,www.qydtgj.com,Unlicensed entities,2017-08-21,sfc
Ebond Securities LLC,www.ebondsecuritiesllc.com,Unlicensed entities,2017-08-21,sfc
FSHG Capital Investments Limited,www.fshgcapital.com,Unlicensed entities,2017-08-24,sfc
Imperial Equity Holdings,www.imperialequityholdings.com,Unlicensed entities,2017-08-21,sfc
Calvin & Gates Holdings,www.calvingatesholdings.com,Unlicensed entities,2017-08-28,sfc
Jack & Jones Holdings,www.jackjonesholdings.com,Unlicensed entities,2017-08-28,sfc
Jason & Jordan Holdings,www.jasonjordanholdings.com,Unlicensed entities,2017-08-28,sfc
Jason & Victoria Holdings,www.jasonvictoriaholdings.com,Unlicensed entities,2017-08-28,sfc
King & Jerry Holdings,www.kingjerryholdings.com,Unlicensed entities,2017-08-28,sfc
Mark & Melvin Limited,www.markmelvinlimited.com,Unlicensed entities,2017-08-28,sfc
Michael & Carlos Holdings,www.michaelcarlosholdings.com,Unlicensed entities,2017-08-28,sfc
Atlantic Global Asset Management SA,https://atlanticgam.es,Unlicensed entities,2017-08-01,sfc
JAG Limited / JAG Transfer,jag-transfer.com,Unlicensed entities,2017-08-01,sfc
Jessica & James Holdings,www.jessicajamesholdings.com,Unlicensed entities,2017-08-28,sfc
Intermediate Capital Group – Millennium Capital Management Ltd,-,Unlicensed entities,2017-07-11,sfc
Kyler & Keaton Holdings,www.kylerkeatonholdings.com,Unlicensed entities,2017-08-28,sfc
CNG Advisors,cngadvisors.com,Unlicensed entities,2017-08-29,sfc
Global Wealth Center,www.gwcmacau.com,Unlicensed entities,2017-09-04,sfc
Alliance Consultants,i) www.allianceconsults.com,Unlicensed entities,2017-09-05,sfc
Watson & Gray Limited,www.watsongraylimited.com,Unlicensed entities,2017-08-28,sfc
Carter Flanagan Private Asset Management,-,Unlicensed entities,2017-09-06,sfc
Pearson & May Holdings,www.pearsonmayholdings.com,Unlicensed entities,2017-08-28,sfc
Shanghai International Financial Group,www.shangintfg.cn.com,Unlicensed entities,2017-09-07,sfc
DSW Enterprises L.L.P. / DSW Partners,www.dsw-partners.com,Unlicensed entities,2017-09-08,sfc
Escuela Trades,www.escuelatrades.com,Unlicensed entities,2017-09-12,sfc
www.faalimited.com,www.faalimited.com,Suspicious websites,2017-09-12,sfc
www.harvestglobalhk.com,www.harvestglobalhk.com,Suspicious websites,2017-08-17,sfc
Werner Stocker,www.wernerstocker.com,Unlicensed entities,2017-09-12,sfc
BNP Forex Limited,i)  www.bnpforex.com,Unlicensed entities,2017-09-06,sfc
Hong Kong International Board Financial Investment Group Company Limited,(i) www.hkibw.com,Fake regulators and/or market operators,2017-09-21,sfc
Hong Kong Enterprise Equity Transfer Market Limited/ Hong Kong Enterprises Takeover Market Limited/HKOTC,www.hongkongotc.com,Fake regulators and/or market operators,2017-09-21,sfc
DTCM Capital Management Limited / DTCM Asset Management (HK) Limited / DTCM Consulting Limited,www.dtcmhk.com,Unlicensed entities,2017-09-06,sfc
Hong Kong International Board Group Limited,(i) www.hkibw.com,Fake regulators and/or market operators,2017-09-21,sfc
www.yfassetmanagement.com,www.yfassetmanagement.com,Suspicious websites,2017-09-22,sfc
OSG Forex / Optimum Standard International Group Limited,www.osgforex.com,Unlicensed entities,2017-10-04,sfc
CTI China Renaissance,https://ctimanagement.com,Unlicensed entities,2017-10-10,sfc
http://zhangjiahua.168tjw.com/contact,http://zhangjiahua.168tjw.com/contact,Suspicious websites,2017-10-10,sfc
www.qiniutz.com,www.qiniutz.com,Suspicious websites,2017-10-10,sfc
International Leaders Capital,www.ilcsss.com,Unlicensed entities,2017-09-21,sfc
Regulatory Compliance and Oversight Department,,Fake regulators and/or market operators,,sfc
Shitong Futures,www.shanyimen.com,Suspicious websites,2017-10-10,sfc
www.hzzrlp.com/index.php?m=goods&a=details&content_id=125,www.hzzrlp.com/index.php?m=goods&a=details&content_id=125,Suspicious websites,2017-10-10,sfc
Lexinta Capital Management Limited/Lexinta Group Limited,www.lexinta.com,Unlicensed entities,2017-10-10,sfc
Imperial Capital Corporation Limited,-,Unlicensed entities,2017-10-10,sfc
Mitsubishi Global,www.mitsubishi-global.com,Unlicensed entities,2017-10-10,sfc
Asia Futures Exchange / ASIAFEX,www.asiafex.org,Fake regulators and/or market operators,2017-10-10,sfc
Takara Global,www.takaraglobal.com,Unlicensed entities,2017-10-13,sfc
Union Glory Gold Group,www.unionglorygold.com,Unlicensed entities,2017-10-13,sfc
Bark Capital Partners,www.barkcapitalpartners.com,Unlicensed entities,2017-10-17,sfc
Harvest Asset Holdings Ltd,www.harvestassetholdingsltd.com,Unlicensed entities,2017-10-20,sfc
www.rifagw.com,www.rifagw.com,Suspicious websites,2017-10-20,sfc
Walker & Kelly Holdings,www.walkerkellyholdings.com,Unlicensed entities,2017-08-28,sfc
www.rffg.hk,www.rffg.hk,Suspicious websites,2017-10-20,sfc
www.qunyijinrong.com,www.qunyijinrong.com,Suspicious websites,2017-10-10,sfc
www.zjxqw.cn/Singlepage.aspx?classId=70,www.zjxqw.cn/Singlepage.aspx?classId=70,Suspicious websites,2017-10-10,sfc
Panther Trading International Co (HK),-,Unlicensed entities,2017-10-17,sfc
http://qh.98cml.net,http://qh.98cml.net,Suspicious websites,2017-10-20,sfc
Allen Baker,www.allenbaker.com,Unlicensed entities,2017-10-23,sfc
CMC Gao Hua,www.cmcalliance.com,Unlicensed entities,2017-10-24,sfc
Giant Management Corporation Limited,www.giantmc.com,Unlicensed entities,2017-11-02,sfc
Algo Capitals / Algo Capital,www.algocapitals.com,Unlicensed entities,2017-11-06,sfc
Questra World Lionara Swiss Consulting SA,www.lionoraswiss.com,Unlicensed entities,2017-11-06,sfc
http://zhan.renren.com/qunyiqihuo?checked=true,http://zhan.renren.com/qunyiqihuo?checked=true,Suspicious websites,2017-10-10,sfc
Spencer Associates Limited,www.spencerassociatesltd.com,Unlicensed entities,2017-11-09,sfc
www.onlinefidelityhk.com,www.onlinefidelityhk.com,Unlicensed entities,2017-10-31,sfc
International Trading,www.international-trading.com,Unlicensed entities,2017-11-09,sfc
ZYWealth,www.zywealth.hk,Unlicensed entities,2017-11-09,sfc
https://onlinefidelityhk.net,https://onlinefidelityhk.net,Suspicious websites,2017-10-31,sfc
Five Winds Asset Management,www.fivewindsam.com,Unlicensed entities,2017-11-06,sfc
"Elon Global Strategy Co., Limited",http://celestialglory.com/business/finance-2.html,Unlicensed entities,2017-11-10,sfc
RNK Global,www.rnkglobal.com,Unlicensed entities,2017-11-10,sfc
Richardson & Russell Holdings,www.richardsonrussellholdings.com,Unlicensed entities,2017-11-13,sfc
Prime Asset Capital,www.primeassetcapital.com,Unlicensed entities,2017-11-13,sfc
LT Global Ltd / LT7 Global Ltd,i) www.lt7.com,Unlicensed entities,2017-11-14,sfc
Credit Suisse Financial,http://www.csfchi.com,Unlicensed entities,2017-11-16,sfc
Tokai National Partners,www.tnpsecurities.com,Unlicensed entities,2017-11-20,sfc
Vortex Assets Limited,www.vortexassets.com,Unlicensed entities,2017-11-10,sfc
VISA Bank / VISA Fund Management / visabanking,(i) www.visabanking.com,Unlicensed entities,2017-11-21,sfc
Rising International Management Company Limited,www.fxrising.com,Unlicensed entities,2017-11-22,sfc
Jet Technology Limited (aka JETFX),www.jetforexs.com,Unlicensed entities,2017-11-24,sfc
FXBTG Financial Limited,(i) https://www1.fxbtg-bank.com,Unlicensed entities,2017-11-13,sfc
Mianchang Financial Holdings Hong Kong Limited,www.mcjr.hk,Unlicensed entities,2017-12-07,sfc
Regal Investment / Regal Investment LLC,www.regal-investment.com,Unlicensed entities,2017-12-07,sfc
"Hong Kong Huanyu Futures Co, Ltd",www.huanyuqh.hk,Unlicensed entities,2017-12-14,sfc
Eastern Land Capital Partners Limited,www.easternlandcp.com,Unlicensed entities,2017-11-21,sfc
Olympia Capital Exchange,www.olympiacapitalx.com,Unlicensed entities,2017-12-14,sfc
Zavori Financial Group (Asia) Limited,Nil,Unlicensed entities,2017-12-29,sfc
First Federal Securities (Cayman) Limited,Nil,Unlicensed entities,2017-12-29,sfc
Oakfair Investment L.L.C. / Oakfair Investment,www.oakfairinvestment.com,Unlicensed entities,2017-12-05,sfc
Oovao Powers Limited,www.perfect-right.com,Unlicensed entities,2018-01-05,sfc
MSFG Capital Limited,www.msfg.com.hk,Unlicensed entities,2018-01-05,sfc
Hamilton Wealth Advisors,www.hamiltonwealthadvisors.com/,Unlicensed entities,2018-01-12,sfc
AFC Management Limited,www.afcml.com,Unlicensed entities,2017-10-17,sfc
Long Zhen Investment Company Limited,www.longzhen-hk.com,Unlicensed entities,2018-01-12,sfc
中融國際期貨服務有限公司 (Chinese name only),i) www.91zhongrong.com,Suspicious websites,2018-01-15,sfc
Cradle Heights,www.cradleheights.com,Unlicensed entities,2017-12-18,sfc
https://sxbmarket.com,https://sxbmarket.com,Suspicious websites,2017-10-27,sfc
Schmidt Karl Ludwig,www.schmidtkarlludwig.com,Unlicensed entities,2018-01-16,sfc
Birch Century International,www.birchcentury.com,Unlicensed entities,2018-01-16,sfc
FTP Global,www.ftpglobal.com,Unlicensed entities,2018-01-17,sfc
Hongkong Enterprise Equity Transfer Management System Center Co Ltd,http://hk-otc.com.cn,Fake regulators and/or market operators,2018-01-22,sfc
Hui Yao International (Hong Kong),www.fxhuiy.com,Unlicensed entities,2018-01-22,sfc
www.minzhong279.com,www.minzhong279.com,Suspicious websites,2018-01-24,sfc
http://trfinance.hk,http://trfinance.hk,Suspicious websites,2018-01-24,sfc
Time Rich China,www.trfs.hk,Suspicious websites,2018-01-24,sfc
http://gjs.chuangak.cn/web/zhyi,http://gjs.chuangak.cn/web/zhyi,Suspicious websites,2018-01-25,sfc
China International Futures,http://gzsfood.com,Suspicious websites,2018-01-25,sfc
China International Futures,http://www.zyqhv.com,Suspicious websites,2018-01-25,sfc
"GQM International Group Co., Limited",www.xinyamall.com,Unlicensed entities,2018-01-26,sfc
Ferguson Mercer Capital Partners Ltd,www.ferguson-mercer.com,Unlicensed entities,2018-02-02,sfc
Royce Equity Management,www.royceequity.management,Unlicensed entities,2018-01-22,sfc
Alpha Consulting,www.alphaconsultinguk.com,Unlicensed entities,2018-02-07,sfc
香港民眾國際期貨交易中心 (Chinese name only),www.gsxryjy.com,Suspicious websites,2018-01-24,sfc
Levine & Levine Law Specialists,Nil,Unlicensed entities,2018-02-07,sfc
www.fcztc6.com,www.fcztc6.com,Suspicious websites,2018-02-21,sfc
Shinhan Daiwa Brokerage,www.sdbholdings.com,Unlicensed entities,2018-02-22,sfc
Hollis Kookmin Financial,www.hkfglobal.com,Unlicensed entities,2018-02-22,sfc
State Bridge Partners,www.statebridgepartners.com,Unlicensed entities,2018-02-22,sfc
Forthright International Company Limited,www.fdzq.com,Suspicious websites,2018-02-23,sfc
www.hbblmw.com,www.hbblmw.com,Suspicious websites,2018-02-27,sfc
Valbury Global Financial Limited,www.valbury.hk,Unlicensed entities,2018-02-27,sfc
信合國際投資有限公司 [Chinese name only],www.xhgjjr.com,Unlicensed entities,2018-02-12,sfc
"Shenyang Chenghao Securities Brokerage Co., Ltd",http://shenyangchenghaosecurities.com,Unlicensed entities,2018-02-28,sfc
Techno FX UK Ltd / TechnoFX Limited,www.techofx.co.uk,Unlicensed entities,2018-02-28,sfc
Turtle Finance,www.haiguift.com,Unlicensed entities,2018-02-28,sfc
EWinner Markets Co Ltd,http://cnforexam.com,Unlicensed entities,2018-02-28,sfc
MDF Capital Limited / MDF Trading Limited / Markets Direct Financial Group Limited,www.mdffx.com,Unlicensed entities,2018-02-28,sfc
Canyon International HK,www.canyon-internationalhk.com,Unlicensed entities,2018-02-28,sfc
Ralph & Susan Limited,www.ralphsusanlimited.com,Unlicensed entities,2018-02-28,sfc
Arcadia International,www.arcadiainternationalltd.com,Unlicensed entities,2018-03-01,sfc
EFG Private Limited (formerly known as EFG Corporation Limited) / Everence Financial Group,www.efgcorporation.com,Unlicensed entities,2018-03-02,sfc
ATB Holdings,http://atbholdings.com,Unlicensed entities,2018-03-02,sfc
FG Global Enrich Limited,www.fgenrich.com,Unlicensed entities,2018-01-05,sfc
Inter Markets Service UK Limited / IMS FX Ltd,www.imsforex.com,Unlicensed entities,2018-02-28,sfc
HQBroker,www.hqbroker.com,Unlicensed entities,2018-03-02,sfc
Noke International (Hong Kong),www.nokegroup.com,Unlicensed entities,2018-03-02,sfc
www.blamja.com,www.blamja.com,Suspicious websites,2018-03-02,sfc
http://rtartrade.cn,http://rtartrade.cn,Suspicious websites,2018-03-02,sfc
New York Regulatory Division,www.nyregdiv.org,Fake regulators and/or market operators,2018-02-07,sfc
www.rifaqh.com,www.rifaqh.com,Suspicious websites,2018-03-02,sfc
ABC123 Group,www.abc-123.co,Unlicensed entities,2018-03-12,sfc
Hong Kong Fengying Holding Company Limited,www.fengying.hk,Unlicensed entities,2018-03-29,sfc
Rui Long International,www.rarlon1.com,Unlicensed entities,2018-04-12,sfc
Hamburg Capital,www.hamburgcapital.net,Unlicensed entities,2018-04-16,sfc
